review_id,steam_recommendation_id,app_id,game,review_text,language,voted_up,votes_up,votes_funny,weighted_vote_score,timestamp_created,timestamp_updated,playtime_forever,playtime_at_review,word_count,aspect_labels
1091500_221012120,221012120,1091500,Cyberpunk 2077,"This game runs somewhat nice with my specs (if running with something simmilar to my specs for sure play at meduim to low graphic setting) but it is SOOOOOO FUN i love the story and for sure get phantom libary dlc, this literally adds an entire new area to night city",english,TRUE,0,0,0.5,1773874849,1773874849,17473,12745,51,Story; Graphics; Price
1551360_202134784,202134784,1551360,Forza Horizon 5,"After playing this game, I realized how foolish I was, and that I had bought the same game twice. If you’re thinking about upgrading from FH4, don’t do it the game is identical, there’s no new story, and the steering and drifting feel like something from a friv.com game. It’s definitely not the worst game, but it’s pointless and gets repetitive after a while.",english,FALSE,3,0,0.5365446806,1755203607,1755203607,20242,19849,64,Story; Controls
1551360_210804858,210804858,1551360,Forza Horizon 5,"Great game, a lot of fun driving races in different categories, or just driving with friends. Much content especially with the DLCs!",english,TRUE,1,0,0.5238095522,1764147810,1764147810,9989,7600,22,Controls
1091500_221397211,221397211,1091500,Cyberpunk 2077,"got stuck right at first mission in an elevator . tbh, if this happens somewhere in the middle of the game well maybe but knowing the history of the game and having a bug without the possibility to continue right in the first mission ... na.",english,FALSE,3,1,0.471429795,1774192871,1774192871,106,106,46,Graphics
1551360_204487898,204487898,1551360,Forza Horizon 5,i like everything about the game its just so fun and for me its kinda realistic too like all the cars are just amazing and i like how i get to play strangers even making new friends this game might be one of the best games ive ever played in my whole entire life this game is just so good i would surely recommend this game for others.,english,TRUE,0,0,0.5,1758040460,1758040460,23814,5332,68,Controls
1245620_220720411,220720411,1245620,Elden Ring,"After doing about everything you can do in Elden Ring, I can confidently say there is still more to do. I put 250+ hours onto one slot, aswell as doing lots of new slots, seamless coop, modded runs, and challenge runs; but there is something about Elden Ring that always has me coming back for more. Elden Ring at times can be the most frustrating game in the universe whenever you die to some random enemy hidden behind a corner, and then be the most gratifying game when you beat a boss after a long session of attempts. But no matter how many rage quits or skill issues, it still is the most fun game ive played to date. 10/10",english,TRUE,0,0,0.5,1773559905,1773559905,40702,39991,120,Controls
1145360_213198049,213198049,1145360,Hades,"Arguably one of the greatest indie games ever made. Getting all achievements is already a grind itself, suffer or not, youll enjoy this game more than you think. Absolute Masterpiece. 10/10 Game.",english,TRUE,0,0,0.5,1765634644,1765634644,4841,4653,32,Combat
413150_220920643,220920643,413150,Stardew Valley,"I absolutely LOVE Stardew Valley. It's my favorite game. There's so much to do, and the possibilities really are endless. I love the romance aspect too, and the animals. Farm life is great!",english,TRUE,0,0,0.5,1773777592,1773777592,5828,5804,33,Story
1145360_221687727,221687727,1145360,Hades,"This game keeps bringing me back to it over and over. The compelling story and bits and pieces of information that are compounded just make it feel like it is a game that keeps on giving. I really enjoy the different game mechanics with the weapons available and all the different perk systems that this game offers. It truly is a well regarded game because it was made really well. Super great story, great artwork, and the combat is engaging. Even with the same runs over and over, they make up for what would feel mundane with stronger and different abilities for foes throughout the levels of the game. Very well thought out, very well made. Strongly suggest for anyone looking for a banger of a game. Highly recommend.",english,TRUE,0,0,0.5,1774466527,1774466527,7909,5413,129,Combat; Story; Graphics
413150_221892047,221892047,413150,Stardew Valley,"Stardew Valley is a chill farming game where you fix up an old farm, grow crops, fish, and get to know people in a small town. It’s really relaxing and easy to get into, and you can play at your own pace. The start is a bit slow, but once you get going it’s pretty addictive. 9/10",english,TRUE,0,0,0.5,1774677949,1774677949,1654,725,57,Other
1091500_222398133,222398133,1091500,Cyberpunk 2077,"158 hours in, and I can say it's been an amazing journey. I'm older now, so it's rare for me to put this much time on a game nowadays, but this game made me want to experience everything it had to offer. Thank you CDPR for this experience.",english,TRUE,0,0,0.5,1775215696,1776502820,9467,9467,48,Other
1245620_221961761,221961761,1245620,Elden Ring,"As a casual gamer, it took me a long time to love Elden Ring, but once I did, I absolutely understood why it has such a good reputation. It's blown me away and now I can't go a day without playing!",english,TRUE,1,0,0.5217391253,1774736511,1774992364,9185,5103,41,Other
413150_224823019,224823019,413150,Stardew Valley,"Love it, i held out playing it for so long cause i knew it would suck me in. Im so happy with playing, the story is amazing and the characters feel real.",english,TRUE,0,0,0.5,1777984550,1777984550,9062,2461,32,Story
413150_226373842,226373842,413150,Stardew Valley,"Highly recommended if you want an enormous world with an immersive gameplay , but gonna warn ya , it's very addictive",english,TRUE,0,0,0.5,1779700242,1779700242,631,332,21,Combat
1145360_215443937,215443937,1145360,Hades,"If you like greek mythology or liked games like isaac and those style of games, please give it a try. I do think the type of game is repetitive and too much for casual gamers who are not into any of those, but overall the dialogue, gameplay and entertainment it provides is genuinely good.",english,TRUE,0,0,0.5,1767832076,1767832076,6373,1097,54,Combat; Story
1091500_222243911,222243911,1091500,Cyberpunk 2077,"If you haven't given Cyberpunk a try yet and you can live with aging content, I highly recommend giving it a go. Cyberpunk is one of my favorite games ever. This game has it all: a compelling plot, unparalleled voice acting, the highest quality world building, a map packed with to-dos, and endless re-playability. To compare with other games, it's got world building on par with Bethesda games like Skyrim and Fallout. For plot, for its engaging nature and how many times it slapped me with unexpected emotion, I would compare it to the Last of Us. If you like your games open world and stuffed with content, you should give this a gander. My favorite thing that's different about Cyberpunk is the verticality.",english,TRUE,0,0,0.5,1775041998,1775041998,80216,69942,124,Story; Graphics
1091500_222796106,222796106,1091500,Cyberpunk 2077,"This game feels like it’s written by an adult who proved to their parents that “it’s not just a phase!” and never grew out of the edgy teenager persona they had in the early 2000s. Every time your character opens their mouth they sound like they’re trying to sound cool, but they come across so cringe worthy instead. Even after an NPC you’ve met a couple times commits suicide and you’re helping their friend afterwards and you’re about to leave, your character goes “holler on the holo (phone) if you need anything”. Even in that moment you’d character doesn’t show any genuine emotion or concern. “If you need anything at all, I’m here for you!” would not have been cool enough for this game… jfc Don’t get me started on Keanu Reeves character. He is insanely childish and “edgy”. He is exhausting! Which is sad because Keanu seems like a genuinely great person irl. And then there are the car chases where you’re a passenger. They’re the least convincing car chases I’ve ever seen! A child playing with car toys makes more convincing chases. And that’s what it feels like, a child holding the car and moving it around. There’s no hint of physics at all. Like sure, you have to put the car on rails to make the sequence work the way you want, but at least make it feel realistic. Don’t jerk the car around like a toddler and ignore the terrain under it. The only thing I like about the game so far is the graphics and atmosphere. With ray tracing on it looks amazing and it’s fun to walk around and look at it. That’s about it though for me.",english,FALSE,2,1,0.4569444358,1775639935,1775639935,1109,1006,284,Story; Graphics; Controls
413150_222546953,222546953,413150,Stardew Valley,I think the amount of hours I played on this game speak for itself. This game is a masterpiece that you'll never get tired of.,english,TRUE,0,0,0.5,1775357094,1775357094,13540,13540,25,Other
1237970_217148193,217148193,1237970,Titanfall 2,"Best game ever,absolute game changer,a game that dares to stand out from rest,amazing visuals,amazing and unique gameplay,i definitely a good game 10/10 game",english,TRUE,0,0,0.5,1769758411,1769758411,7743,7375,23,Combat; Graphics
413150_224528190,224528190,413150,Stardew Valley,"in my opinion, stardew valley is hands down the greatest farming simulator game out there. you can basically do anything in this game 10/10, highly recommended.",english,TRUE,0,0,0.5,1777658843,1777663512,6510,1988,26,Other
1551360_225439257,225439257,1551360,Forza Horizon 5,This game is very good I have 660 hours on this game and I have been playing since I was 5,english,TRUE,0,0,0.5,1778717001,1778717001,39628,39628,21,Other
1091500_225305431,225305431,1091500,Cyberpunk 2077,"Peak game, basically 4 playstyles to pick and a lot of weapons to chose from. Personally I find playing as a netrunner kind of like playing the game on easy mode no matter what difficulty you pick, you can kill enemies from far away while staying undetected (unless you have some mentall illness or an additional chromosone, but I'm pretty sure those people can also stay undetected). If you want some difficulty but also don't want to screw yourself over, use the sandevistan and use throwing knives, it's fun, requires aiming but rewards a lot for hitting headshots. The hardest way to play the game is probably just using gorilla arms and the berserker implant. Also I pre-ordered the dlc and regretted nothing. Peak game, buggy on launch but after that it was still buggy, but in a fun way. 10/10",english,TRUE,0,0,0.5,1778539552,1778539552,7860,7860,141,Combat; Graphics; Price
1145360_208979072,208979072,1145360,Hades,"Love it. Even though I'm more of a tactical/RPG type of person. It just did everything really well. I still get excited listening to the soundtrack. Went in blind. Gradually learning the world and game mechanics was a smooth, great experience.",english,TRUE,0,0,0.5,1762888716,1762888716,6103,6102,41,Combat; Story
1237970_208741290,208741290,1237970,Titanfall 2,I played Titanfall 2 for the first time when i was 8 in 2017 in PS4 and it was a master piece from the peak campaign to the amazing multiplayer mechanics 8 years later.. i played it and again ... and still the best experience i ever had still waiting for titanfall 3 after 8 years the game have so much lore they can even make titanfall 4 and still be a successful game Protocol 3 protect the pilot :(,english,TRUE,0,0,0.5,1762629362,1762629362,818,474,80,Combat
1145360_218919179,218919179,1145360,Hades,"A very satisfying gaming experience. If you are a casual and having difficulty at first, use the God Mode which gives you an incremental increase in percent resistance to damage each time you die. As you keep trying and dying, you will get better and learn what is needed to be done with each of the available weapons to complete a run to the end. To complete a run and defeat Hades is quite enjoyable and it all revolves around an interesting story involving the Gods of Antiquity. One has to complete a total of 10 runs, in order to complete the story line aspect of the game. But the game is really designed to allow for a lot more gameplay afterwards offering a number of ways to vary the challenge.",english,TRUE,0,0,0.5,1771729105,1771729105,3406,3406,131,Combat; Story
1145360_215173861,215173861,1145360,Hades,"[h2] Hades Review 2026 [/h2] [h3]Gameplay[/h3] [b]9[/b] There were very few moments where I didn't feel like completing a run because even if I got crappy boons, it was fun to see if I could progress. All the weapons are very unique and completely change the way you play. The progression system has you reaching max talents to help you make it through the encounters by around 30 hours and then after that you're working on learning the synergies between gods and planning out builds, which is daunting at first but becomes enjoyable. [h3]Story[/h3] [b]10[/b] It's very good. Took me nearly 50 hours before I heard a repeated dialogue line. I gotta know how much they paid their voice actors because it probably isn't enough. [h3]Sound/Atmosphere[/h3] [b]10[/b] Again, it's perfect. All the sound effects and voice actors are amazing. Maybe not hypnos, but the others are so good that it's still a 10. [h3]Music[/h3] [b]10[/b] I want to meet the bass player and shake his hand. [h3]Replayability[/h3] [b]10[/b] I never felt like it was a chore to play this game while I was hunting achievements. Will definitely play again in the future.",english,TRUE,0,0,0.5,1767567633,1767567782,5102,5102,192,Combat; Story
1245620_226046253,226046253,1245620,Elden Ring,"ALL POISE BOYS TOUCH LITTLE KIDS. the game has no pvp balancing, and if youre saying pvp is not their main objective, then your opinion is forfeit. any game that includes pvp should care about the pvp more. they brough back the stupid mechanic of poise, instead of the proper hyperarmor mechanic of dark souls 3. all poise boys are child predators",english,FALSE,0,2,0.4347825944,1779342784,1779342784,12132,11902,62,Combat
1145360_218758047,218758047,1145360,Hades,i was never a roguelike/lite fan but this game has become one of favorites and has opened my mind to try more games of this genre,english,TRUE,1,0,0.5238095522,1771575189,1771575189,4794,1991,26,Other
1551360_216933138,216933138,1551360,Forza Horizon 5,"This is not a driving simulator, it is in fact an ♥♥♥♥♥♥♥ simulator. After spending what seemed like an eternity being unnecessarily dropped out of an airplane, my apparently Mexican experience started by being forced to listen to some smarmy North American DJ invite me to what must surely be the most cringe-inducing and terrible festival ever experienced within the borders of Mexico. Given I'd driven a car for exactly about 5 minutes by the time an hour was up, I thought I might as well save 150GB and install an actual driving game. 1 star for good graphics. 0 for the experience as a whole.",english,FALSE,0,0,0.5,1769511454,1769511454,188,188,106,Graphics; Controls
1551360_208967627,208967627,1551360,Forza Horizon 5,"Honestly, the game is super varied and there's a lot you can do, but when you try to play this damn Eliminator, none of your stats matter. Even if you're driving a level 9 car, you'll be beaten by a level 5 car, which just doesn't make sense, and the fact that you always know where the finish line is makes zero sense. If you drive towards someone else and they know where the finish line is, of course, and then challenge you, you don't stand a chance.",english,TRUE,1,1,0.5238095522,1762878794,1762878794,6972,5377,88,Controls
1091500_224480354,224480354,1091500,Cyberpunk 2077,"So far, phenomenal. Is it perfect? No, it has its quirks (bugs). However, it is visually stunning and has a way of making you feel badass, while also having a compelling main story and many intriguing side questlines.",english,TRUE,0,0,0.5,1777609411,1777609411,6317,4225,38,Story; Graphics
1245620_225163293,225163293,1245620,Elden Ring,"I've played Elden Ring more times than I can count, first on PS4 when it launched, then again on PS5, and came back once more when Shadow of the Erdtree dropped, and now on PC, every single run, it still finds a way to impress, the gameplay is the foundation everything else sits on, and FromSoftware absolutely nailed it. The level design is masterful, each region has its own identity and mood, and legacy dungeons like Stormveil and Leyndell are some of the most carefully crafted spaces I've ever explored in a game. The cutscenes are genuinely stunning, the art, the lighting, the scale and the Soundtracks ofc. If you want to start a FromSoftware game, Elden Ring is your go-to, It's far more beginner friendly than people make it out to be, yes there are hard parts, but the summon system is there for a reason, struggling with a boss? Call for help, It genuinely makes the experience more accessible without taking anything away from it. And the DLC, At 40€ Shadow of the Erdtree is a steal, the amount of content, new areas, new weapons, and bosses it brings closer to a full sequel than an expansion, If you loved the base game, this is non-negotiable.",english,TRUE,5,0,0.551515758,1778380147,1779133207,2111,2111,208,Combat; Graphics; Price
1237970_221362661,221362661,1237970,Titanfall 2,"First game i ever 100% on steam , and oh boy what a ride it was ive done 2 playthroughs of it , one on hard and one on master and i loved every second of replaying it, the game feels fair and challenging rather than tedious or annoying even on master difficulty , titan battles were a favourite of mine with the boss fights in the campaign being very enjoyable , the multiplayer is very hard ,which may really just be because of my lack of skill 😅, all in all a master pice of a game",english,TRUE,0,0,0.5,1774168325,1774168325,1091,1070,98,Combat
1551360_202817953,202817953,1551360,Forza Horizon 5,"Just wanted to race some hot wheels or random cars, but this game will literally not let you for 50+ minutes while it flexes its graphics on you and puts together some weirdo RP story.",english,FALSE,0,1,0.4526748657,1756073521,1756073521,62,62,35,Graphics; Story; Controls
1145360_218605584,218605584,1145360,Hades,"Best hack and slash game around, love the mechanics and story to go with it. It is refreshing when developers make a game absent of highly questionable agendas being shoved down our throats. Hades 1 is a 9/10 for me.",english,TRUE,0,0,0.5,1771398946,1771398946,4165,3596,40,Combat; Story
1245620_225194423,225194423,1245620,Elden Ring,Unlimited Freezing on my PC. I cant find a cure for this game. I cannot even play it. I freeze and stutter every time i load the game up. This is not the experience I was hoping to have at the start.,english,FALSE,0,0,0.4976303279,1778416925,1778416925,5802,592,42,Graphics
1237970_222619470,222619470,1237970,Titanfall 2,this very nice i mean if this game is on sale you need to buy i got it for £2 and for that pice is good good game good guns but ♥♥♥♥ hackes,english,TRUE,0,0,0.5,1775426382,1775426382,351,342,33,Combat; Price
1145360_214183234,214183234,1145360,Hades,"Super Duper Fun! I've loved this game since last year and recently re-downloaded it. The characters are amazing, the art is amazing, the music is amazing and it's really inspired me :)",english,TRUE,0,0,0.5,1766695728,1766695728,3941,1443,32,Story; Graphics
1245620_218602077,218602077,1245620,Elden Ring,"This game has every thing that you could possibly imagine in it, if you are looking for a fun and challenging ""knights and dragons"" type adventure. 10/10 this is my third thing I have bought it on, if that tells you anything. I also have 100% achevemented it on playstation 4 and 5. Gonna start to work towards it on the PC. Love it and easily over 100 hours of play if you only do one playthrough, countless if you are hooked like I am.",english,TRUE,0,0,0.5,1771393084,1771393084,1037,664,85,Combat
1551360_198570871,198570871,1551360,Forza Horizon 5,"Forza Horizon 5 is easily the best open-world racer out there. The map’s massive, the car roster is wild, and the driving feels great — whether you're tearing through dirt, hitting high-speed highways, or dialing in smooth drifts. Compared to The Crew 2, it handles way better. NFS Unbound has style, but Forza has variety — street races, off-road, drift zones, speed traps, stunts, seasonal events... there's always something to do. It's just pure, fun driving with no grindy nonsense.",english,TRUE,0,0,0.5,1751304192,1751304192,9814,7039,80,Controls
