review_id,steam_recommendation_id,app_id,game,review_text,language,voted_up,votes_up,votes_funny,weighted_vote_score,timestamp_created,timestamp_updated,playtime_forever,playtime_at_review,word_count,aspect_labels
1091500_224835206,224835206,1091500,Cyberpunk 2077,"God I could write a novel on my mixed feelings on this one - approaching 6 years of 2077 here, good lorde. Few games had me as hyped as Cyberpunk 2077. From its 2015 reveal to the delayed 2020 launch, I was completely locked in, in 2015 I basically discovered the cyberpunk genre through the world Mike Pondsmith created. It felt like the perfect middle ground between overdone fantasy and surface-level sci-fi. This was the only game I have ever preordered. I played it at launch on PC and, despite bugs like T-posing, broken AI, and weird visual glitches, I still enjoyed my first run. A lot of the bigger issues felt fixable, and I was more excited for what the game could become. Things like deeper RPG systems, meaningful AI, gang dynamics, and customization all felt like they were coming later. That is where the disappointment really sets in. Even now in 2026, after patches and Cyberpunk 2077: Phantom Liberty, it never became the RPG it was presented as. If you were (like me) expecting something closer to The Witcher but in a cyberpunk setting, this is not that. And yet I have played through it six+ times. Because what is here is still incredible. Night City is one of the most detailed and immersive worlds ever made. Just driving around, watching the skyline, and existing in that space is unmatched. It honestly feels like the scale and ambition of the world came at the cost of the systems meant to support it. Amazing world, unforgettable vibe, but a missed RPG opportunity, and they clearly knew it from how they focused on all its positives in Phantom Liberty.",english,TRUE,0,0,0.5,1777997279,1777997279,16697,16697,279,story
1551360_199239700,199239700,1551360,Forza Horizon 5,Just bought this game for the first time and it crashed 4/4 times during the intro races. Super annoying and disappointing.,english,FALSE,0,0,0.5,1751928287,1751928287,39,39,21,other
413150_221098365,221098365,413150,Stardew Valley,"Stardew Valley. It was a game I turned to when I lost the passion I once held for my college degree. The game that returned me to my roots, to a time when I was a child playing Harvest Moon: Friends of Mineral Town on my GameBoy Advance. A time when farming was a way for me to feel productive, when the term ""job"" was yet foreign to me. And now, as an adult 20 years later, I get to enjoy that time with a game that continues to provide for the community, with new updates, new farms, new pets, and so much more than I could have imagined on my own. And my 800+ hours will only grow further as the next 20 years pass. Thank you, ConcernedApe, for bringing back such wonderful memories and helping me relive them every time I play.",english,TRUE,0,0,0.5,1773970008,1773970008,56885,53829,144,other
1091500_222996143,222996143,1091500,Cyberpunk 2077,Rawr! X3 OwO what's this? *notices ur chrome* let's have a lil looksee here! Nyet ur bwood woud look so CUTE on mwy sweater >w< u woudn't mind tho woud u??? ^w^ o no ur dying?? it ok!!! no need to panic i fix it fow youw! UwU,english,TRUE,0,0,0.4761904776096343,1775884988,1775884988,17611,17432,48,combat
1245620_221658191,221658191,1245620,Elden Ring,"Played over 90 minutes. Everyone you encounter kills you, died on average every 3-5 minutes. Interface is not partiularly intuitave on PC, better with XBox Controller. Graphics are somewhat basic, washed out with no deail and don't comare with the likes of Assassins Creed or other similar RPG games. Super frustrating gameplay. I really don't undestand how anyone could care enough to spend much time with it or how on earth it became ""Critially acclaimed"". Very dissapointed and I was really hoping to enjoy this title from the trailers.",english,FALSE,2,4,0.3998596966266632,1774442670,1774443150,106,93,89,combat;graphics;controls
1237970_221931866,221931866,1237970,Titanfall 2,cool big robot and big booms and big guns and big die and good multiplayer and good campaign and good effects and good graphics and good concept and bad company,english,TRUE,0,0,0.5,1774714258,1774714258,5329,3888,30,combat;graphics
1245620_219691030,219691030,1245620,Elden Ring,"legit one of my top 3 games. the last time i felt this sort of wonder and intrigue into a world, where i would spend hours looking in every nook and cranny was when i played zelda ocarina of time and twilight princess as a kid. in those games, you might get some currency or resources for your troubles, maybe a heart piece, but here you might find a weapon or spell that could define your entire build. a cave in oot might take you to a little room with a chest and also that one cow on death mountain, here itll be an entire little dungeon, with unique loot to find. i wish fromsoft stuck around with this game a bit longer, as some elements of the world are so intriguing but left so unexplained. i know theres the tarnished edition coming out, but as far as i know its a small content pack. a full dlc devoted to godwyn and those who live in death wouldve been cool, but what we have is already phenomenal",english,TRUE,0,0,0.5,1772520383,1772520383,31630,30997,177,graphics
1551360_217153352,217153352,1551360,Forza Horizon 5,the best graphics i ever seen in any car game i hope in FH6 it should more enhanced and give us more realastic feel also my opinion is add formula section cars and track races there ara lots of formula fans and you can improve more physics,english,TRUE,0,0,0.5,1769766926,1769766926,1709,623,47,graphics
1091500_225192261,225192261,1091500,Cyberpunk 2077,Its magnificent to see how far games have come since the 80's. This epic number is just like being in a movie! Another time eater of a glorious game. Defo get this in ye collection!,english,TRUE,0,0,0.5,1778414793,1778414793,4124,251,35,other
1091500_224236095,224236095,1091500,Cyberpunk 2077,"A game where reality runs on unstable code, and you’re never sure if what you’re seeing is a bug… or an error. Sometimes glitches aren’t mistakes, they’re part of the game experience… until they aren’t. And a bug is never just a BUG. That “glitch” might mean you’re going full cyberpsycho, or it might be part of the gameplay… OR ! yeah, OR!!! It might actually be a FREAKING BUG!!. And you’ll never know which. 10/10. Would go full cyberpsycho again.",english,TRUE,1,0,0.5,1777319134,1777319134,6394,4426,81,other
1237970_205721440,205721440,1237970,Titanfall 2,This game is very good for beginners because its not all shooting and has unique titans and multiplayer is great also has a very fun campaign,english,TRUE,0,0,0.5,1759437552,1759437552,5681,4975,26,other
1237970_217745675,217745675,1237970,Titanfall 2,I loved it cuz it's ♥♥♥♥♥♥ TF2 (but to be for real the campaign was fun and multiplayer takes a little too long but it's aight.),english,TRUE,0,0,0.5,1770433531,1770433531,802,802,26,other
1237970_216863348,216863348,1237970,Titanfall 2,"Probably one of the best FPS campaign experiences in steam, might just be the best, the sheer power you feel after getting into your titan is asonishing, one the downsides for me was how short the campaign it seemed like the campaign could have way more but not even 1 second is wasted, one of the things I liked about this game is that it does not add a bunch of crap balony just for the sake for more play hours but is honest with it's small but astonishing stoyline gameplay. The story has thrill in everyway, fun and fast pasted,(that is, if you wanted it to be fast pasted), emotional, all the characters have emotion and live like feeling to them, it a downside that EA is powering the game, this game on sales gets down to I think 4 euro or 6~5 USD, This is probably one of the easiest and best recommendations for a campagn FPS game you can get for that low price. the game is I think 8~9 hours long on the campaign, but for that short time the game feels alot, ALOT, then the amount of time it offers for the story, the storyline of this game is the best ""robot with human"" game you can play till this day. The gun play physics and the hardness is one the main parts of the game, if you don't like shooting games that much this is still recommended for the story. Its a true master piece of a game. (Please keep in mind that I have not played the first TItanfall game and I have not bugged around with the online platform of this game, this review is strictly over the campaign of that game).",english,TRUE,1,0,0.5238095521926879,1769449257,1769449257,272,272,290,story;price
1237970_223405164,223405164,1237970,Titanfall 2,Iv'e been playing this for around 9-8 years and it is so captivating the story is amazing and the graphics look like its brand new.,english,TRUE,0,0,0.5,1776381237,1776381237,1727,333,25,story;graphics
413150_221604369,221604369,413150,Stardew Valley,"Stardew Valley is one of my favourite games of all time. I've just gotten it on pc, but on other platforms I have achieved perfection and have at least 50-75 hours. This game is amazing from the music to gameplay and the minigames. You can take it at whatever pace you want, and for my most recent playthrough I tried to minmax everything as much as I could which was really fun. I love everything to do with npcs from the heart events to unlocking new dialogue options as you befriend everyone in pelican town (I need Gunther and Marlon as friendable npcs). There is seemingly infinite things to do in this game, and once you somehow run out of content there are so many incredible mods that add to the game which I still have barely explored. Its crazy to think this game has been around for 10 years now and to anyone considering buying this game you absolutely should.",english,TRUE,0,0,0.5,1774381038,1774381038,2830,980,161,other
413150_219382859,219382859,413150,Stardew Valley,It is a relaxing game that is hard to get bored of. There are many ways to enjoy the game and you can truly move at your own pace. I like that this game is fun on your own or also by playing it with friends. This is the only game I have downloaded on my computer and I don't regret it.,english,TRUE,0,0,0.5,1772228882,1772228882,2530,2523,62,other
413150_223468997,223468997,413150,Stardew Valley,It's really good and since I'm still starting out i have a long ways to go but recently over some time the game just stop calibrating my mouse clicks. and i would be fine with just using C but accepting quests and switching items in my inventory is a problem,english,TRUE,0,0,0.5,1776451029,1776451029,685,652,50,controls
1145360_221934415,221934415,1145360,Hades,This game solves every issue I have with roguelikes. I am often relieved to die because I get to go back and spend all the stuff I just collected and know my next run will be better because of it. I also love having achievements for using each boon on each weapon and resources that can only be earned once per weapon because it makes me actually want to use them all. I also love seeing how encounters and characters change after you've hit milestones in the game. Like bosses commenting on your past performances and the gods making comments about what boons you've taken.,english,TRUE,0,0,0.5,1774715980,1774715980,11750,1206,105,other
413150_223636010,223636010,413150,Stardew Valley,"amazing game, IMO! I really like the atmosphere, and vibe of most of the places in the game. You never really run out of things to do, (at least i dont) and most of the things to do are very fun. Plus, the game runs really well for how bad my laptop is at running most other games haha (sorry if formatting is bad, one of my first times reviewing a game lol)",english,TRUE,0,0,0.5,1776614419,1776614419,8300,3453,73,graphics
1245620_225928292,225928292,1245620,Elden Ring,"Name: Aidan Carrozzi Location: Danville, CA School: Monte Vista High School Height: 7'0 lanky ass nga GPA: 1.9 Weight: 300lbs Fav Music: Phonk Fav Master(s): Liam and Rishi",english,TRUE,0,0,0.5,1779206662,1779206662,1987,1271,28,other
413150_225079389,225079389,413150,Stardew Valley,"Never goes super in depth with its mechanics or balances them well. Not even the start feels that balanced. But it does enough with what it has to keep you playing. It definitely does tickle your bone in your body that likes to explore from time to time (lest you'll probably have to wiki-dive for questions you have). The highlight of the game isn't really the farming. Everything related to crops or animals isn't that rewarding besides easy money. There's maybe a few days of unique content that you'll likely care about, everything else is intermittent. The other skills will probably interest you more if you want more active gameplay. Many say to not do a modded playthrough the first time but I would say honestly give it a shot if the game doesn't interest you in some aspects. I've had way much more fun with faster animations + marriage mod (the marriage candidate pool is limited and the gameplay loop is a bit slow, especially when trying to go through all its content). I probably would've had even more fun with something like SDVE (Stardew Valley Expanded) as it mostly adds on to already existing content. This is a really safe pick if you want to play something low-pressure with your friends so it's also great for that.",english,TRUE,0,0,0.5,1778292672,1778292798,40203,40203,219,other
1091500_221475188,221475188,1091500,Cyberpunk 2077,got 100 hours on the game and then updates and now i cant run it. good game but it sucks i cant finish it without shilling hundreds on new hardware,english,FALSE,3,0,0.488283097743988,1774261196,1774261196,6134,6134,30,other
413150_225722835,225722835,413150,Stardew Valley,"I LOVE STARDEW VALLEY 8) I wrote a haiku: From weeds to fiber Ores in furnace turns gold collect, build, gift, townie",english,TRUE,0,0,0.4761904776096343,1778986876,1778986876,3812,3522,22,other
1237970_213520317,213520317,1237970,Titanfall 2,"I've played Titanfall 2 for the first time in December 2025 and I was amazed about how well the gameplay, graphics and story was. Even though the game seems to be console-optimised I played with keyboard and mouse which felt really good. Only issue I had was that I could not change the keybindings / toogle to sneak, sprint, etc options - or couldn't find them. Another thing is the playability on Linux which can sometimes be hindered by the EA launcher. It is listed as Gold on ProtonDB but I did have recurring issues starting the game, but when it runs, it runs without issues except multiplayer connection.",english,TRUE,0,0,0.5,1766000136,1766000136,711,602,109,graphics;story;controls
1237970_217230420,217230420,1237970,Titanfall 2,"rating this on the singleplayer campaign because: 1) thats all ive played thus far, and 2) that's what's most likely to stick around in the future. it was a short campaign, but really good. i knew nothing going in other than ""this game has freerunning, its older (game is from 2016, played in jan2026), you can control mechs, and people seem to play it for multiplayer a lot"". it shows its age a bit in several minor ways, but even in 2026, im pretty happy with what i played. the gameplay isnt without its minor qualms, but nothing annoying. mouse was snappy with no acceleration or damping, controls were all responsive, fov was more than enough, game is very efficient on cpu and gpu even with multiple browsers full of tabs in the background. go in blind, maybe play the first game first, for story. I didnt think i'd care about the story at all in this, but coming out, it's what i cared about most. it took me maybe 10-15 hours of non-rushing and sorta screwing around here and there. gunplay is... acceptable. its not bad by any means, but ammo scarcity and encouraging you to play scrappily and swap weapons because there's no ammo of what you've been using, and not remembering ammo or even guns between missions is ass, but wasnt impactful at all. just kind of a minor annoyance in this game. if i had to put a value on this game, specifically for just the singleplayer campaign, i'd say it's worth.... honestly, 10-20 usd, maybe more, depending on your expectations. it WAS very short, but i rarely finish games these days because im so picky, and i actually finished this in two casual evening sessions. not sure if i'd play multiplayer of this. i'll give it a try, but i have some ideas how it'll go.... so yeah: value: 10-20 usd visuals: A, older but very creative sound: A-, very good, some very small wishes gameplay: A, actually fun story: A+, almost cried overall: solid A AGAIN: GO IN BLIND, DONT EVEN WATCH THE TRAILER edit: i just read about the history of tf1, apex, and ea... and dude? ♥♥♥♥ ea SO much. this is, once again, ea just destroying anything they touch. damnit. im upset that this is what's happened, and now im upset that im in on the knowledge that this is what's happened. titanfall fans: i see you, now. you are valid. Stop giving EA money.",english,TRUE,0,0,0.5,1769843115,1769845589,1025,1025,414,controls;story;price
1091500_221264750,221264750,1091500,Cyberpunk 2077,"Amazing World setup, an atmosphere to die for and wonderful writing, these are the base pillars of this master-fu*kin-piece game.",english,TRUE,0,0,0.5,1774095579,1774095579,4279,4168,20,graphics
1091500_224258164,224258164,1091500,Cyberpunk 2077,"over a few days I already played this game for the unhealthy amount of 25hours, which truly goes to show how incredible this game is. When it first came out I heard that it was buggy and unoptimized for pcs so I waited for a while and yeah it has definitely gotten way better and it is almost a perfect game for those of us who love open-world game that has beautiful graphics as well as incredible storyline. 9/10 fully recommend buying, haven't tried the Phantom Liberty DLC yet, but planning to buy it as well since it is said to be goated as well",english,TRUE,0,0,0.5,1777349180,1777349180,7552,1511,105,graphics;story
413150_223507263,223507263,413150,Stardew Valley,One of my favorite games. Its a fun game that i can play for hours on end and still find new things. It is the perfect cozy game.,english,TRUE,0,0,0.5,1776492246,1776492246,1292,881,28,other
413150_222913772,222913772,413150,Stardew Valley,i have a cat now and i like him. I named him Hammy and he is the sweetest boy. he sleeps on my bed with me.,english,TRUE,1,0,0.5199999809265136,1775782824,1775782824,4416,633,26,story
1145360_208866484,208866484,1145360,Hades,"A very humorous and refreshing take on the Greek pantheon with rock-solid mechanics, flashy visuals and intense and engaging game-play.",english,TRUE,0,0,0.5,1762758455,1762758455,5951,2759,20,graphics
1145360_212591039,212591039,1145360,Hades,"one of the greatest games ever! oneliners aside, I think Hades really is a refined and distilled essence of Supergiant game - perfected! I've played a whole bunch of their games over the years and title by title, you can see how they've been coming to this formula, super can't wait for HadeII to be fully out !",english,TRUE,0,0,0.5,1764907140,1764907140,5662,359,58,other
413150_224859730,224859730,413150,Stardew Valley,"It's cozy, it's cute and there is SOOO much you can do. You don't have to rush to do things, just take your time and enjoy all the SDV has to offer. The story from what I have played so far is adorable, and you get to even get married and have kids on your farm as well. How flipping awesome!! It is worth every cent spent!",english,TRUE,0,0,0.5,1778021876,1778021876,5651,1424,67,story;price
413150_225007048,225007048,413150,Stardew Valley,"I own stardew on all my devices. It's a game that can be relaxing or stressful depending on your game style and pace. I have no negative comments, I love this game.",english,TRUE,0,0,0.5,1778208830,1778208830,9324,9113,32,other
1245620_225846265,225846265,1245620,Elden Ring,"THE CRITICALLY ACCLAIMED FANTASY ACTION RPG yes, indeed, yes it is. And yet I don't understand how From can feel in any way shape or form, justified in saying ""THe game doesn't run like a hand-puppet show, it's the bloody mouse software."" Well look, I have no mouse software, and even the puppet show is smoother then this awful mess. How does it after all these years, not have shader compilation? How is it that any bloody effect popping up on the screen, practically stops the game? How can one area run like a dream and behind every second corner, it suddenly runs like a fluid simulation? I just... I don't get it. You can fool yourselves From. And you clearly forever will. It's been too many games. And you never change. And it's just a travesty. Honestly I know no one will ever read this. But damn get it together. I wanna love this game. But it is a game. And a game has to be playable. And not just barely. Properly. There's nothing like this game. And it will be apparently forever tainted by excuses, hubris, maybe bureaucracy, I don't know. I'm just sad and frustrated. Why are you like this.",english,FALSE,1,1,0.5,1779115336,1779116352,16766,15785,203,graphics
1145360_217072726,217072726,1145360,Hades,"Great gameplay. Perfect for a controller. Designed to be highly replayable. I did like 100 runs before I got bored and I'd say each one takes like 10 to 30 mins. Great value if you get it on sale for like $3. My only complaint is that there's no reason for Aphrodite to be naked (with hair flowing down ""tastefully"" covering her). This would be a great game for all ages if not for that. Seems like you'd sell more copies too. Just put some clothes on her and bam, E for everyone, and I can buy a copy for my nephews.",english,TRUE,0,0,0.5,1769664964,1769664964,4797,4169,102,controls
413150_225872577,225872577,413150,Stardew Valley,"This might be the best game of all time. I've played it on Mobile, PS4, Nintendo Switch, and now this; and it's always maintained its creativity and excitement. (Let's not forget at this point I have 800+ hours in the game) 9 1/2 / 10",english,TRUE,0,0,0.5,1779138899,1779138899,399,369,45,other
1245620_219865075,219865075,1245620,Elden Ring,"At first it made me mad so it sat in my library for a very long time. Recently I decided to actually try the game and force myself to understand that dying is okay, and now i am addicted. Help. People miss me....",english,TRUE,0,0,0.5,1772698171,1772698171,7992,3412,43,other
1145360_223830504,223830504,1145360,Hades,"Satisfying controls and sound design, beautiful art, great voice acting, interesting progression, good story. Everything that makes a good game. If you like the genre, you'll like this. In fact, if you don't like the genre you might like it.",english,TRUE,1,0,0.5,1776846445,1776846445,6270,1562,40,controls;graphics;story
